work_id,missing_core,missing_artsy_required,core_completeness_pct,missing_fields
KG-1049,7,3,22.2,"year,classification,medium,height_in,width_in,primary_image_url,price_usd"
KG-1051,7,3,22.2,"year,classification,medium,height_in,width_in,primary_image_url,price_usd"
KG-1052,7,3,22.2,"year,classification,medium,height_in,width_in,primary_image_url,price_usd"
KG-1053,7,3,22.2,"year,classification,medium,height_in,width_in,primary_image_url,price_usd"
KG-1054,7,3,22.2,"year,classification,medium,height_in,width_in,primary_image_url,price_usd"
KG-1055,7,3,22.2,"year,classification,medium,height_in,width_in,primary_image_url,price_usd"
KG-1056,7,3,22.2,"year,classification,medium,height_in,width_in,primary_image_url,price_usd"
KG-1057,7,3,22.2,"year,classification,medium,height_in,width_in,primary_image_url,price_usd"
KG-1058,7,3,22.2,"year,classification,medium,height_in,width_in,primary_image_url,price_usd"
KG-1059,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1060,3,0,66.7,"artist,height_in,width_in"
KG-1061,3,0,66.7,"artist,height_in,width_in"
KG-1062,3,0,66.7,"artist,height_in,width_in"
KG-1063,3,0,66.7,"artist,height_in,width_in"
KG-1064,3,0,66.7,"artist,height_in,width_in"
KG-1065,3,0,66.7,"artist,height_in,width_in"
KG-1066,3,0,66.7,"artist,height_in,width_in"
KG-1067,3,0,66.7,"artist,height_in,width_in"
KG-1068,3,0,66.7,"artist,height_in,width_in"
KG-1069,3,0,66.7,"artist,height_in,width_in"
KG-1070,1,0,88.9,artist
KG-1071,3,0,66.7,"artist,height_in,width_in"
KG-1072,3,0,66.7,"artist,height_in,width_in"
KG-1073,3,0,66.7,"artist,height_in,width_in"
KG-1074,3,0,66.7,"artist,height_in,width_in"
KG-1075,3,0,66.7,"artist,height_in,width_in"
KG-1076,3,0,66.7,"artist,height_in,width_in"
KG-1077,1,0,88.9,artist
KG-1078,1,0,88.9,artist
KG-1079,3,0,66.7,"artist,height_in,width_in"
KG-1080,3,0,66.7,"artist,height_in,width_in"
KG-1081,3,0,66.7,"artist,height_in,width_in"
KG-1082,3,0,66.7,"artist,height_in,width_in"
KG-1083,3,0,66.7,"artist,height_in,width_in"
KG-1084,3,0,66.7,"artist,height_in,width_in"
KG-1085,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1086,3,0,66.7,"artist,height_in,width_in"
KG-1087,3,0,66.7,"artist,width_in,price_usd"
KG-1088,5,1,44.4,"artist,classification,height_in,width_in,price_usd"
KG-1089,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1090,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1091,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1092,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1093,2,0,77.8,"artist,year"
KG-1094,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1095,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1096,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1097,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1098,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1099,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1100,2,0,77.8,"artist,price_usd"
KG-1101,1,0,88.9,artist
KG-1102,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1103,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1104,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1105,3,0,66.7,"artist,height_in,width_in"
KG-1106,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1107,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1108,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1109,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1110,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1111,4,0,55.6,"artist,year,height_in,width_in"
KG-1112,4,0,55.6,"artist,year,height_in,width_in"
KG-1114,5,1,44.4,"artist,classification,height_in,width_in,price_usd"
KG-1115,2,0,77.8,"artist,price_usd"
KG-1116,2,0,77.8,"artist,price_usd"
KG-1117,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1118,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1119,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1120,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1121,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1122,2,0,77.8,"artist,price_usd"
KG-1123,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1124,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1125,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1126,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1127,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1128,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1129,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1130,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1131,2,0,77.8,"artist,price_usd"
KG-1132,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1133,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1134,4,0,55.6,"artist,year,height_in,width_in"
KG-1135,2,0,77.8,"artist,price_usd"
KG-1136,2,0,77.8,"artist,price_usd"
KG-1137,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1138,2,0,77.8,"artist,price_usd"
KG-1139,2,0,77.8,"artist,price_usd"
KG-1140,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1141,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1142,2,0,77.8,"artist,price_usd"
KG-1143,2,0,77.8,"artist,price_usd"
KG-1144,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1145,2,0,77.8,"artist,price_usd"
KG-1146,2,0,77.8,"artist,price_usd"
KG-1147,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1148,2,0,77.8,"artist,price_usd"
KG-1149,2,0,77.8,"artist,price_usd"
KG-1150,3,0,66.7,"artist,year,price_usd"
KG-1151,2,0,77.8,"artist,price_usd"
KG-1152,2,0,77.8,"artist,price_usd"
KG-1153,3,0,66.7,"artist,year,price_usd"
KG-1154,2,0,77.8,"artist,price_usd"
KG-1155,2,0,77.8,"artist,price_usd"
KG-1156,3,0,66.7,"artist,width_in,price_usd"
KG-1157,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1158,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1159,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1160,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1161,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1162,2,0,77.8,"artist,price_usd"
KG-1163,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1164,2,0,77.8,"artist,price_usd"
KG-1165,2,0,77.8,"artist,price_usd"
KG-1166,2,0,77.8,"artist,price_usd"
KG-1167,2,0,77.8,"artist,price_usd"
KG-1168,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1169,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1170,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1171,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1172,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1173,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1174,2,0,77.8,"artist,price_usd"
KG-1175,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1176,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1177,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1178,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1179,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1180,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1181,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1182,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1183,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1184,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1185,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1186,3,0,66.7,"artist,height_in,width_in"
KG-1187,1,0,88.9,artist
KG-1188,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1189,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1190,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1191,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1192,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1193,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1194,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1195,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1196,2,0,77.8,"artist,price_usd"
KG-1197,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1198,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1199,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1200,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1201,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1202,5,1,44.4,"artist,height_in,width_in,primary_image_url,price_usd"
KG-1203,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1204,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1205,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1206,2,0,77.8,"artist,price_usd"
KG-1207,2,0,77.8,"artist,price_usd"
KG-1208,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1209,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1210,3,0,66.7,"artist,height_in,width_in"
KG-1211,3,0,66.7,"artist,height_in,width_in"
KG-1212,2,0,77.8,"artist,price_usd"
KG-1213,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1214,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1215,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1216,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1217,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1218,3,0,66.7,"artist,height_in,width_in"
KG-1219,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1220,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1221,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1222,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1223,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1224,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1225,3,0,66.7,"artist,height_in,width_in"
KG-1226,2,0,77.8,"artist,price_usd"
KG-1227,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1228,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1229,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1230,2,0,77.8,"artist,price_usd"
KG-1231,2,0,77.8,"artist,price_usd"
KG-1232,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1233,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1234,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1235,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1236,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1237,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1238,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1239,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1240,5,1,44.4,"title,artist,height_in,width_in,price_usd"
KG-1241,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1242,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1243,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1244,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1245,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1246,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1247,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1248,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1249,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1250,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1251,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1252,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1253,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1254,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1255,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1256,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1257,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1258,2,0,77.8,"artist,price_usd"
KG-1259,2,0,77.8,"artist,price_usd"
KG-1260,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1261,3,0,66.7,"artist,year,price_usd"
KG-1262,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1263,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1264,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1265,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1266,2,0,77.8,"artist,price_usd"
KG-1267,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1268,3,0,66.7,"artist,height_in,width_in"
KG-1269,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1270,2,0,77.8,"artist,price_usd"
KG-1271,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1272,3,0,66.7,"artist,height_in,width_in"
KG-1273,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1274,2,0,77.8,"artist,price_usd"
KG-1275,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1276,6,2,33.3,"artist,classification,medium,height_in,width_in,price_usd"
KG-1277,2,0,77.8,"artist,price_usd"
KG-1278,2,0,77.8,"artist,price_usd"
KG-1279,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1280,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1281,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1282,2,0,77.8,"artist,price_usd"
KG-1283,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1284,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1285,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1286,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1287,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1288,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1289,3,0,66.7,"artist,height_in,width_in"
KG-1290,3,0,66.7,"artist,height_in,width_in"
KG-1291,5,1,44.4,"artist,classification,height_in,width_in,price_usd"
KG-1292,3,0,66.7,"artist,height_in,width_in"
KG-1293,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1294,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1295,3,0,66.7,"artist,height_in,width_in"
KG-1296,3,0,66.7,"artist,height_in,width_in"
KG-1297,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1298,3,0,66.7,"artist,height_in,width_in"
KG-1299,3,0,66.7,"artist,height_in,width_in"
KG-1300,3,0,66.7,"artist,height_in,width_in"
KG-1301,3,0,66.7,"artist,height_in,width_in"
KG-1302,3,0,66.7,"artist,height_in,width_in"
KG-1303,3,0,66.7,"artist,height_in,width_in"
KG-1304,1,0,88.9,artist
KG-1305,3,0,66.7,"artist,height_in,width_in"
KG-1306,3,0,66.7,"artist,height_in,width_in"
KG-1307,3,0,66.7,"artist,height_in,width_in"
KG-1308,3,0,66.7,"artist,height_in,width_in"
KG-1309,3,0,66.7,"artist,height_in,width_in"
KG-1310,3,0,66.7,"artist,height_in,width_in"
KG-1311,3,0,66.7,"artist,height_in,width_in"
KG-1312,1,0,88.9,artist
KG-1314,3,0,66.7,"artist,height_in,width_in"
KG-1315,3,0,66.7,"artist,height_in,width_in"
KG-1316,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1317,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1318,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1319,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1320,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1321,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1322,6,3,33.3,"classification,medium,height_in,width_in,primary_image_url,price_usd"
KG-1323,5,2,44.4,"classification,height_in,width_in,primary_image_url,price_usd"
KG-1324,5,2,44.4,"classification,height_in,width_in,primary_image_url,price_usd"
KG-1325,5,2,44.4,"classification,height_in,width_in,primary_image_url,price_usd"
KG-1326,5,2,44.4,"classification,height_in,width_in,primary_image_url,price_usd"
KG-1327,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1328,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1329,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1330,6,3,33.3,"classification,medium,height_in,width_in,primary_image_url,price_usd"
KG-1331,6,3,33.3,"classification,medium,height_in,width_in,primary_image_url,price_usd"
KG-1332,6,3,33.3,"classification,medium,height_in,width_in,primary_image_url,price_usd"
KG-1333,6,3,33.3,"classification,medium,height_in,width_in,primary_image_url,price_usd"
KG-1334,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1335,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1336,6,1,33.3,"artist,year,medium,height_in,width_in,price_usd"
KG-1337,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1338,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1339,7,2,22.2,"artist,year,classification,medium,height_in,width_in,price_usd"
KG-1340,5,1,44.4,"artist,classification,height_in,width_in,price_usd"
KG-1341,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1342,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1343,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1344,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1345,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1346,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1347,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1348,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1349,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1350,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1351,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1352,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1353,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1354,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1355,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1356,7,2,22.2,"artist,year,classification,medium,height_in,width_in,price_usd"
KG-1357,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1358,6,2,33.3,"artist,classification,medium,height_in,width_in,price_usd"
KG-1359,7,2,22.2,"artist,year,classification,medium,height_in,width_in,price_usd"
KG-1360,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1361,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1362,7,2,22.2,"artist,year,classification,medium,height_in,width_in,price_usd"
KG-1363,5,1,44.4,"artist,medium,height_in,width_in,price_usd"
KG-1364,7,2,22.2,"artist,year,classification,medium,height_in,width_in,price_usd"
KG-1365,7,3,22.2,"year,classification,medium,height_in,width_in,primary_image_url,price_usd"
KG-1366,7,2,22.2,"artist,year,classification,medium,height_in,width_in,price_usd"
KG-1367,6,1,33.3,"artist,year,medium,height_in,width_in,price_usd"
KG-1368,7,2,22.2,"artist,year,classification,medium,height_in,width_in,price_usd"
KG-1369,7,2,22.2,"artist,year,classification,medium,height_in,width_in,price_usd"
KG-1370,7,2,22.2,"artist,year,classification,medium,height_in,width_in,price_usd"
KG-1371,6,2,33.3,"artist,classification,medium,height_in,width_in,price_usd"
KG-1372,7,2,22.2,"artist,year,classification,medium,height_in,width_in,price_usd"
KG-1373,7,2,22.2,"artist,year,classification,medium,height_in,width_in,price_usd"
KG-1374,7,2,22.2,"artist,year,classification,medium,height_in,width_in,price_usd"
KG-1375,6,3,33.3,"classification,medium,height_in,width_in,primary_image_url,price_usd"
KG-1376,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1377,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1378,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1379,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1380,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1381,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1382,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1383,6,1,33.3,"artist,year,classification,height_in,width_in,price_usd"
KG-1384,5,1,44.4,"artist,classification,height_in,width_in,price_usd"
KG-1385,5,1,44.4,"artist,classification,height_in,width_in,price_usd"
KG-1386,5,1,44.4,"artist,classification,height_in,width_in,price_usd"
KG-1387,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1388,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1389,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1390,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1391,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1392,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1393,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1394,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1395,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1396,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1397,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1398,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1399,5,1,44.4,"artist,classification,height_in,width_in,price_usd"
KG-1400,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1401,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1402,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1403,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1404,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1405,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1406,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1407,3,0,66.7,"artist,height_in,width_in"
KG-1408,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1409,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1410,3,0,66.7,"artist,height_in,width_in"
KG-1411,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1412,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1413,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1414,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1415,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1416,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1417,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1418,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1419,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1420,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1421,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1422,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1423,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1424,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1425,6,2,33.3,"artist,classification,medium,height_in,width_in,price_usd"
KG-1426,3,0,66.7,"artist,year,price_usd"
KG-1427,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1428,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1429,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1430,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1431,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1432,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1433,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1434,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1435,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1436,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1437,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1438,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1439,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1440,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1441,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1442,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1443,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1444,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1445,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1446,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1447,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1448,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1449,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1450,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1451,4,0,55.6,"artist,height_in,width_in,price_usd"
